Image,Name,Price,Param,Location
https://images.tori.fi/api/v1/imagestori/images/3738617860.jpg?rule=thumb_280x210,Mercedes-Benz E270 CDI,3 390 €,2003|413 500 km|Diesel,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3756145007.jpg?rule=thumb_280x210,Mercedes 220 cdi elegance ,2 399 €,2004|480 000 km|2.1 l|Diesel,Uusimaa
,Romuautot,,,Kainuu
https://images.tori.fi/api/v1/imagestori/images/3779978536.jpg?rule=thumb_280x210,Seat Cordoba Sport 1.4 opetuspoljin asennettu,1 350 €,242 000 km|1.4 l|Bensiini,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3722167215.jpg?rule=thumb_280x210,"Opel Omega 2.0 Juuri katsastettu, Takaveto 5-Man",1 190 €,1996|372 041 km|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3720946358.jpg?rule=thumb_280x210,Ford Ka,550 €,1999|1.3 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3782906950.jpg?rule=thumb_280x210,Skoda Octavia 1.6 v. 2006,2 200 €,2006|242 000 km|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3754432301.jpg?rule=thumb_280x210,Audi A6,2 500 €,2000|301 919 km|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3461861831.jpg?rule=thumb_280x210,Mercedes-Benz E220 2005,2 999 €,2005|299 000 km|2.1 l|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3744282889.jpg?rule=thumb_280x210,"Ford mondeo 1,8 bensa -03",400 €,360 000 km|1.8 l|Bensiini,Pohjois-Savo
,"Hyväkuntoinen Audi A4, 1.9TDI 96kw",1 800 €,2003|441 000 km|1.9 l|Diesel,Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3729070632.jpg?rule=thumb_280x210,OPEL ASTRA 1.6 COOL CDX - 02,1 000 €,2002|240 000 km|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3768406170.jpg?rule=thumb_280x210,Fiat Grande Punto 2008,500 €,2008|260 000 km|Bensiini,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/3756173878.jpg?rule=thumb_280x210,Mercedes-Benz ML 350,12 500 €,2006|252 000 km|Bensiini,Etelä-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3796198213.jpg?rule=thumb_280x210,Subaru forester,4 300 €,2005|292 000 km|2.0 l|Bensiini,Kymenlaakso
,Audi A6,7 900 €,2005|235 000 km|3.0 l|Diesel,Kymenlaakso
https://images.tori.fi/api/v1/imagestori/images/3710160742.jpg?rule=thumb_280x210,Seat Leon,2 380 €,2003|257 000 km|1.8 l|Bensiini,Satakunta
https://images.tori.fi/api/v1/imagestori/images/3723677824.jpg?rule=thumb_280x210,"Volvo V70 2,4D",4 400 €,2008|423 000 km|Diesel,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/3703963653.jpg?rule=thumb_280x210,MERCEDES-BENZ C 180,17 500 €,2012|63 000 km|2.1 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/8269496630.jpg?rule=thumb_280x210,Renault Master - Iso L3H2 13m3,Päivävuokra 89 €/pv,,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/8291131795.jpg?rule=thumb_280x210,"Ford Transit, tilava, L2H2 8,6m3",Päivävuokra 69 €/pv,,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3726837206.jpg?rule=thumb_280x210,Fiat scudo,650 €,2001|410 km|Diesel,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/3738369361.jpg?rule=thumb_280x210,Vw polo 1.4 diisseli osina tai kokonaisena,400 €,2008|Diesel,Etelä-Pohjanmaa
,TOYOTA,,,Kanta-Häme
https://images.tori.fi/api/v1/imagestori/images/3476658493.jpg?rule=thumb_280x210,Citroën Saxo,500 €,2003|170 000 km|1.1 l|Bensiini,Pirkanmaa
,Saab 9000 2.3T CDE AUT -94,1 300 €,1994|246 508 km|Bensiini,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3766936814.jpg?rule=thumb_280x210,Toyota Yaris 1.5vvt-i Tsport,2 500 €,2002|226 000 km|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3791697341.jpg?rule=thumb_280x210,VOLVO V70 2.4D KINETIC,6 490 €,2009|280 000 km|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3700735189.jpg?rule=thumb_280x210,Honda Accord Coupe 3.0V6 aut,5 450 €,1998|120 000 km|3.0 l|Bensiini,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/7103222548.jpg?rule=thumb_280x210,Toyota Avensis,5 800 €,2007|217 000 km,Pohjois-Pohjanmaa
https://images.tori.fi/api/v1/imagestori/images/4050054543.jpg?rule=thumb_280x210,"Peugeot 306, 2.0Hdi-00",444 €,2000|383 km|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3789098890.jpg?rule=thumb_280x210,Chevrolet Epica 2.0 D LT Star A6 ECC,2 900 €,2009|243 000 km|2.0 l|Diesel,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/3775315778.jpg?rule=thumb_280x210,Ford focus 1.8tdci 2009 siisti hyväkuntoinen ,1 650 €,2009|285 000 km|1.8 l|Diesel,Etelä-Savo
https://images.tori.fi/api/v1/imagestori/images/3700006181.jpg?rule=thumb_280x210,"Ford Transit 2,2 koneremontti juuri tehty",7 900 €(alv.väh.kelp.),2012|228 050 km|2.2 l|Diesel,Uusimaa
,Saab kytkin.,300 €,,Lappi
https://images.tori.fi/api/v1/imagestori/images/3769025885.jpg?rule=thumb_280x210,Nissan Primera 2007,1 690 €,2007|212 000 km|Bensiini,Uusimaa
,Halpa auto,,,Pohjois-Pohjanmaa
,Kia Rio,12 800 €,2015|32 000 km|1.4 l|Bensiini,Pirkanmaa
,SKODA Octavia,21 900 €,2018|59 000 km|1.6 l|Diesel,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3766850201.jpg?rule=thumb_280x210,Land Rover Defender ,14 900 €,2002|207 000 km|2.5 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3736766990.jpg?rule=thumb_280x210,Ford Fiesta museoauto,2 990 €,1982|98 800 km|Bensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/3721791892.jpg?rule=thumb_280x210,FORD F-350 7.3 Powerstroke,13 300 €(alv.väh.kelp.),2000|258 000 km|7.3 l|Diesel,Pohjois-Savo
,Romuautot ym romut,,,Pohjois-Karjala
,NOUDETAAN  ROMUAUTOJA ,,,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044157108.jpg?rule=thumb_280x210,SEAT LEON SPORTSTOURER,29 338 €,2021|1.5 l,Pohjois-Pohjanmaa
,"Mercedes-Benz Sprinter 310CDI 3,5/Kevyt ka",7 000 €,2010|494 000 km|2.1 l|Diesel,Pohjois-Savo
https://images.tori.fi/api/v1/imagestori/images/100044157362.jpg?rule=thumb_280x210,MERCEDES-BENZ A,33 900 €,2020|6 000 km|1.5 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/0593641986.jpg?rule=thumb_280x210,Peugeot 307,1 600 €,2002|252 000 km|1.6 l|Bensiini,Pirkanmaa
https://images.tori.fi/api/v1/imagestori/images/100044151722.jpg?rule=thumb_280x210,Chevrolet Camaro,69 800 €,2016|2 000 km|6.2 l|Bensiini,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/3744046772.jpg?rule=thumb_280x210,"Toyata Avensis 1,6 premier",1 300 €,2000|302 000 km|1.6 l|Bensiini,Pohjois-Savo
,H-auto webastolla,,,Lappi
https://images.tori.fi/api/v1/imagestori/images/3789249436.jpg?rule=thumb_280x210,Ford Transit,10 €(alv.väh.kelp.),2010|277 200 km|2.2 l|Diesel,Uusimaa
,Peugeot 307,,,Etelä-Savo
https://images.tori.fi/api/v1/imagestori/images/3709484327.jpg?rule=thumb_280x210,"Toyota Corolla 1.6, vm.2004, Sol, IMASTOITU, VETOK",3 500 €,2004|260 000 km|1.6 l|Bensiini,Pohjois-Savo
,AUDI A6,27 900 €,2016|92 000 km|2.0 l|Diesel,Varsinais-Suomi
https://images.tori.fi/api/v1/imagestori/images/3051922054.jpg?rule=thumb_280x210,Peugeot 206SW,1 250 €,2006|300 000 km|1.4 l|Diesel,Lappi
https://images.tori.fi/api/v1/imagestori/images/3741193631.jpg?rule=thumb_280x210,Ford Focus,900 €,1999|214 000 km|Bensiini,Lappi
https://images.tori.fi/api/v1/imagestori/images/3726577367.jpg?rule=thumb_280x210,Morris minor -52 918cc lättäpää,1 200 €,,Kainuu
https://images.tori.fi/api/v1/imagestori/images/3717562199.jpg?rule=thumb_280x210,Ford escort mk2,,,Etelä-Pohjanmaa
,VOLVO XC60,16 800 €,2012|265 000 km|2.4 l|Diesel,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/100044142903.jpg?rule=thumb_280x210,BMW 520,6 900 €,2009|323 000 km|2.0 l|Diesel,Pohjois-Savo
,Kaiken kuntoiset henkilö ja paketti autot,,,Päijät-Häme
https://images.tori.fi/api/v1/imagestori/images/3717353911.jpg?rule=thumb_280x210,Bmw 330da,,2001|Diesel,Pohjois-Karjala
https://images.tori.fi/api/v1/imagestori/images/3714466750.jpg?rule=thumb_280x210,Skoda Octavia Scout 4x4 Hienokuntoinen,8 250 €,2008|289 870 km|2.0 l|Diesel,Satakunta
,BMW X1,14 980 €,2013|169 000 km|2.0 l|Diesel,Uusimaa
https://images.tori.fi/api/v1/imagestori/images/2507992103.jpg?rule=thumb_280x210,volkswagen passat,250 €,2000|389 000 km|Diesel,Lappi
